NEST_NUMBER,NESTING_TERRITORY,FINDER,VALID_NEST,FOUND_DATE,FOUND_STAGE,FD_YEAR,FD_MONTH,FD_DAY,ATTEMPT,LAT,LONG,LOCATION_DESCRIPTION,NEST_IN,ON,SPECIES,SCI_NAME,NEST_HT_M,TREE_HT_M,LADDER,NATURAL_LANDSCAPE,CANOPY_WIDTH_M,DIST_FROM_TRUNK_M,DIR_FROM_TRUNK,DIR_FR_TRUNK_DEGREES,1_M_HABITAT,100_M_HABITAT,DAD,MOM,HATCH_DATE,HD_YEAR,HD_MONTH,HD_DAY,HD_PRECISION,FLEDGE_DATE,HOW_KNOWN,VISITS,EGGS,EGGS_DATE,CHICKS,CHICKS_DATE,UNHATCHED_EGGS,BAND,BAND_DATE,BAND_AGE,c1,c2,c3,c4,c5,c6,POSTBAND_CHECK,PBC_DATE,ANY_FLEDGED,FLEDGED,FLEDGE_CHECK_DATE,FLEDGE_CHECKS,IF40CHECK,IF40DATE,if1,if2,if3,if4,if5,if6,DF1,DF2,DF3,W1,W2,B1,B2,NEST_FATE,FAIL_DATE,FAIL_PRECISION,FAIL_STAGE,Comments,check,Nest_ID,NESTING_TERRITORY,UC_MONITORED,UC_ACTIVE,LAYING_MONITORED,LAYING_ACTIVE,INC_MONITORED,INC_ACTIVE,NESTLING_MONITORED,NESTLING_ACTIVE,BAND_MONITORED,BAND_ACTIVE,FLEDGELINGS_MONITORED,FLEDGLINGS_ACTIVE,IF_MONITORED,IF_ACTIVE
LOSH-2020-11,COURTH,KRM,TRUE,16-Mar-20,incubating,2020,3,16,1,33.830075,-79.048745,"If you walk down the marina drive sidewalk toward grainger, to your right opposite the last willow oak are three palmettos. The nest is in the first of these.",Tree,Living,PALMET,Sabal_palmetto,5.5,6.5,12' ext,Landscape,4.5,0.1,SE,,"mulch, grass","grass, trees, parking lot, road, pond",gmob,army,11-Apr-20,2020,4,11,1,,,,5,30-Mar-20,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,20-Apr-20,,Chicks,,1,LOSH-2020-11,COURTH,0,1,1,1,1,1,1,1,1,0,1,0,1,0
LOSH-2020-12,BUSBEE,CEF,TRUE,16-Mar-20,laying,2020,3,16,1,33.8286,-79.0577,First tree on left as you enter the gravel parking lot. Far left side in spanish moss on a descending branch.,Tree,Living,WATOAK,Quercus_nigra,4.25,19,Tall step?,Natural,12,3,NE,,grass,"grass, parking lot, trees, dog park, road",game,moab,5-Apr-20,2020,4,5,1,,,,6,24-Mar-20,6,14-Apr-20,,6,16-Apr-20,11,rmuo,urrm,irrm,birm,ierm,eyrm,,,1,,,,4,15-May-20,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-12,BUSBEE,0,1,1,1,1,1,1,1,1,1,1,1,1,1
LOSH-2020-13,WPDEDI,KRM,TRUE,16-Mar-20,under construction,2020,3,16,1,33.800689,-79.000582,"In the shrub on the side of anemomenter that WPDE is on, in the top portion of the srhub",Shrub,Living,WAXPRI,Ligustrum_japonicum,3.5,4.5,Step?,Landscape,6.5,2.5,SE,,mulch,"grass,trees, parking lot, road, building",mugg,yame,11-Apr-20,2020,4,11,1,,,,5,30-Mar-20,5,13-Apr-20,,3,22-Apr-20,11,wwrm,gbrm,eurm,,,,,,0,,,,,,,,,,,,,,,,,,,FA,30-Apr-20,,,,1,LOSH-2020-13,WPDEDI,1,1,1,1,1,1,1,1,1,1,1,0,1,0
LOSH-2020-14,CMWSSS,KRM,TRUE,16-Mar-20,under construction,2020,3,16,1,33.800118,-78.998649,"Looking from the side parking lot of CCU science center, the 3rd shrub to the right of the BBB parking lot sign (the entrace to where the trollies park). ",Shrub,Living,YAUHOL,Ilex_vomitorium_cultivar,1.75,3,hand,Landscape,3,0.25,SW,,grass,"grass, parking lot, shrubs, trees, road, building",moyy,gamg,15-Apr-20,2020,4,15,0,,,,5,3-Apr-20,,,,2,25-Apr-20,10,wirm,owrm,,,,,,,1,1,,,1,25-May-20,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-14,CMWSSS,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LOSH-2020-15,COOKOU,CEH,TRUE,16-Mar-20,under construction,2020,3,16,1,33.787464,-78.994733,If you drove straight forward from the Wendy's drivethrough window you would hit this obvious shrub. I'm not yet sure of the shrub species. I put down privet because it might be.,Shrub,Living,CHIPRI,Ligustrum_chinensis,1.6,2.7,hand,Landscape,3,0.8,N,,grass,"grass, parking lot, buildings, highway",ggmg,rzzm,11-Apr-20,2020,4,11,1,,,,5,3-Apr-20,5,13-Apr-20,,5,22-Apr-20,13,wrrm,wurm,uirm,ugrm,rgrm,,,,1,,,,,,,,,,,,,,,,,,,FA,,,,,1,LOSH-2020-15,COOKOU,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LOSH-2020-16,IMSTOP,CEH,TRUE,22-Mar-20,laying,2020,3,22,1,33.799995,-78.994191,"As you face the small parking lot from the road, in the farthest left bush, at the corner. Head height, parking lot side.",Shrub,Living,WAXMYR,Myrica_cerifera,1.6,2.2,hand,Landscape,2.2,1,S,,grass,"grass, building, parking lot, road",myaa,bbcm,12-Apr-20,2020,4,12,1,,,,5,31-Mar-20,,,,4,23-Apr-20,11,bwrm,igrm,oirm,burm,,,,,1,4,,,4,22-May-20,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-16,IMSTOP,0,1,1,1,1,1,1,1,1,1,1,1,1,1
LOSH-2020-17,TENNIS,CEH,FALSE,22-Mar-20,invalid,2020,3,22,1,33.798648,-78.996238,"Between the wooden fence that surrounds the small antenna and the black IM field fence.  One shrub over from the Cypress at that corner. You can see it from Century Circle, overhead height in a deciduous shrub and vine tangle.",Shrub,Living,WAXMYR,Myrica_cerifera,3.5,4.2,Tall step?,Natural,4.2,0,S,,grass,"grass, parking lot, road",beam,oaam,20-Apr-20,2020,4,20,4,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,,,,,1,LOSH-2020-17,TENNIS,,,,,,,,,,,,,,
LOSH-2020-18,RIVERF,KRM,TRUE,22-Mar-20,??,2020,3,22,2,33.831339,-79.04623,"The east side of the marina dr elm st intersection, the live oak right on the corner with the RR tracks behind it and a trash can and a yellow pole adjacent to it. Nest is high, 2m toward the intersection.",Tree,Living,LIVOAK,Quercus_virginiana,6.8,7.5,20' ext,Landscape,9,2,W,,sidewalk,"grass, roads, parking lot, swale, ditch",aawm,gmyr,18-Apr-20,2020,4,18,7,,,,6,10-Apr-20,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,,,,,1,LOSH-2020-18,RIVERF,0,1,0,1,1,1,1,0,1,0,1,0,1,0
LOSH-2020-19,PUBLIX,CEH,TRUE,19-Mar-20,incubating,2020,3,19,1,33.758611,-78.958089,In a live oak in the parking lot on the far (bmii field) side of the publix building. It's the live oak at the back (farthest from Carolina Forest Boulevard) island in the parking lot. High in center.,Tree,Living,LIVOAK,Quercus_virginiana,3.6,5,10' EXT,Landscape,3,0,S,,Grass,"building, grass, parking lot, road",cram,bmii,4-Apr-20,2020,4,4,1,,,,4,2-Apr-20,,,,4,15-Apr-20,11,oorm,iwrm,eirm,uomr,,,,,1,,,,2,14-May-20,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-19,PUBLIX,0,1,0,1,1,1,1,1,1,1,1,1,1,1
LOSH-2020-20,KFCCCC,CEH,TRUE,26-Mar-20,incubating,2020,3,26,1,33.754566,-78.962477,"On the corner across from Taco Bell, the four way stop by what used to be Gander Mountain.  In a small live oak directly behind the Planet Fitness sign, probably the closest live oak to the corner.  At eye level.",Tree,Living,LIVOAK,Quercus_virginiana,1.7,4,Hand,Landscape,2.8,0.2,N,,mulch,"Parking lot, grass, road",wemi,eabm,1-Apr-20,2020,4,1,1,,,,6,26-Mar-20,5,2-Apr-20,,3,12-Apr-20,12,ywrm,ygrm,girm,,,,NO,14-Apr-20,0,,,,,,,,,,,,,,,,,,,FA,13-Apr-20,,,,1,LOSH-2020-20,KFCCCC,0,1,0,1,1,1,1,0,1,1,1,0,1,0
LOSH-2020-21,SPEEDW,KRM,TRUE,7-Apr-20,nestlings,2020,4,7,1,33.747322,-78.957139,"If looking at the the office building from 501, the magnolia in the back left corner of the office building (mobile home). ",Tree,Living,MAGNOL,Magnolia_grandiflora,1.5,4,none,Landscape,2.5,0.5,SE,,mulch,"parking lot, grass, mulch, road, building",rmoe,ambi,4-Apr-20,2020,4,4,1,,,,6,inferred,6,7-Apr-20,0,6,15-Apr-20,11,eimr,iyrm,yirm,ogrm,rirm,werm,,,1,,,,4,15-May-20,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-21,SPEEDW,0,1,0,1,0,1,1,1,1,1,1,1,1,1
LOSH-2020-22,BUFFAL,KRM,TRUE,7-Apr-20,incubating,2020,4,7,1,33.757883,-78.965377,"If entering the back road behind bank of america, there is a median. In this median in the second live oak (if counting from the carolina forest side of the median) There is a nest, sort of obvious if you walk under the tree. ",Tree,Living,LIVEOA,Quercus_virginiana,4.5,7.5,12' ext,Landscape,11,4,SE,,mulch,"road, field, parking lot, trees",bigm,uumw,8-Apr-20,2020,4,8,0,,,,,,,,,5,19-Apr-20,11,yorm,ebrm,yrrm,ibrm,wbrm,,,,0,,,,,,,,,,,,,,,,,,,FA,27-Apr-20,,,,1,LOSH-2020-22,BUFFAL,0,1,0,1,0,1,1,1,1,1,1,0,1,0
LOSH-2020-23,COXFER,CEH,TRUE,9-Apr-20,nestlings,2020,4,9,,33.807162,-79.008705,"If you're at Cox Ferry looking at the pines at the back right of the field, by the ditch, the left pine.  On the right side, about four branches up.",Tree,Living,LOBPIN,Pinus_taeda,8,16.5,cannot,Natural,7,3,N,,grass,"grass, building, parking lot, ditch",UB,umwa,4-Apr-20,2020,4,4,5,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,,,,,1,LOSH-2020-23,COXFER,0,1,0,1,0,1,1,1,1,0,1,0,1,0
LOSH-2020-24,SEACOA,CEH,TRUE,9-Apr-20,CO/LAY,2020,4,9,,33.807732,-79.012737,In Live Oak to the right as you enter the Conway-end driveway. Towards the church building side of the tree.,Tree,Living,LIVOAK,Quercus_virginiana,4.8,10,20' ext,Landscape,11,2.2,W,,pavement,"Grass, parking lot, road, building, pond, ditch",omuu,,24-Apr-20,2020,4,24,2,,,,5,9-Apr-20,3,3-May-20,0,3,4-May-20,11,rmeo,gyrm,uyrm,,,,,,0,,,,,,,,,,,,,,,,,,,FA,,,,,1,LOSH-2020-24,SEACOA,0,1,1,1,1,1,1,1,1,1,1,0,1,0
LOSH-2020-25,CEMETE,MAK,TRUE,8-Apr-20,nestlings,2020,4,8,1,33.790946,-79.019131,"Where the branches of two of the roadside shrubs merge. Counting from the South, office, cemetery entrance, between shrubs 9 and 10, pretty much centered between the sidewalk and cemetery.",Shrub,Living,WAXPRI,Ligustrum_japonicum,3.5,4.6,Tall step?,Landscape,6,2.2,N,,grass,"Grass, HIghway, pond",meow,ymur,6-Apr-20,2020,4,6,1,,,,,,4,9-Apr-20,1,5,17-Apr-20,12,obrm,iirm,egrm,wgrm,,,,,1,,,,3,17-May-20,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-25,CEMETE,0,1,0,1,0,1,1,1,1,1,1,1,1,1
LOSH-2020-26,POSTAL,CEH,TRUE,15-Apr-20,nestlings,2020,4,15,,33.75856,-78.959929,"Behind the Goodwill building, corner of Orchard St. and Postal Way,diagonally across the intersection from the front left corner of Publix. In a tall narrow live oak, on the field/corner side on a lower branch.",Tree,Living,LIVEOA,Quercus_virginiana,3.2,8,6' step,Landscape,6,1.8,E,,grass,"Parking lot, grass, buildings, road",UB,gime,14-Apr-20,2020,4,14,1,,,,,,3,25-Apr-20,1,3,25-Apr-20,11,oyrm,bgrm,uxrm,,,,,,0,,,,,,,,,,,,,,,,,,,FA,30-Apr-20,,,,1,LOSH-2020-26,POSTAL,0,1,0,1,0,1,1,1,1,1,1,0,1,0
LOSH-2020-27,BILLBO,CEH,TRUE,16-Apr-20,nestlings,2020,4,16,1,33.80574,-79.010625,"In the very tallest tree between 501 and the storage place, in the row along the fence.  In a mistletoe clump",Tree,Living,WATOAK,Quercus_nigra,12,15,cannot,Natural,18,3,S,,grass,"Highway, grass, ditch, building, woods",UB,moby,6-Apr-20,2020,4,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,LOSH-2020-27,BILLBO,,,,,,,,,,,,,,
LOSH-2020-28,RIVERF,KRM,TRUE,23-Apr-20,under construction,2020,4,23,3,33.832889,-79.04602,"If standing at the watertower and looking West across Laurel st, the live oak on the left side of the entrace to the big parking lot.",Tree,Living,LIVEOA,Quercus_virginiana,6.5,9,20' ext,Landscape,7.7,3.5,NE,,pavement,"parking lot, road, grass, trees, shrubs, watertower",aawm,gmyr,14-May-20,2020,5,14,1,,,,6,5-May-20,4,16-May-20,,,20-Jul-20,68,yomw,,,,,,,,1,3,,,,,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-28,RIVERF,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LOSH-2020-29,COURTH,KRM,TRUE,1-May-20,incubating,2020,5,1,2,33.83013,-79.048448,"If looking at the line of oaks from the big courthouse parking lot, the 3rd one in from the left, the nest is on the side of the tree overhanging the road. ",Tree,Living,LIVEOA,Quercus_virginiana,4.25,7.5,12' ext,Landscape,12.5,5.5,SE,,pavement,"Grass, road, sidwalk, trees, water",gmob,army,14-May-20,2020,5,14,1,,,,6,5-May-20,5,16-May-20,1,,20-Jul-20,68,brmw,,,,,,,,1,1,,,,,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-29,COURTH,0,1,0,1,1,1,1,1,1,1,1,1,1,1
LOSH-2020-30,DOMINO,CEH,TRUE,23-Apr-20,laying,2020,4,23,,33.77635,-78.983268,"There is a big clump of shrubbery between Domino's and PPM left of the end of the access road that parallels 501.  The big Wax-leaf myrtle farthest from 501 has greenbrier vines in the top and the nest is up there, off center toward the PPM parking lot.",Shrub,Living,WAXPRI,Ligustrum_japonicum,3.7,4.6,cannot,Landscape,6,2,N,,grass,"Grass, Highway, road, parking lot, buildings",brim,omyg,10-May-20,2020,5,10,0,,,,4,1-May-20,3,11-May-20,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-30,DOMINO,0,1,1,1,1,1,1,1,1,1,1,1,1,1
LOSH-2020-31,TEKNOW,CEH,TRUE,7-Apr-20,??,2020,4,7,,33.796502,-78.995352,"If you were to take the middle entrance to Metglas off Atlantic Ave, across from their receiving, past the windsock, past the shed, there would be a row of shrubs on your left. Big shrub right where the right angle bend is.",Shrub,Living,MOCKOR,Pittosporum_sp.,,2.8,cannot,Landscape,4,,,,mulch,"Grass, building, parking lot, road",emww,mwio,26-Apr-20,2020,4,26,7,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,30-Apr-20,,,,1,LOSH-2020-31,TEKNOW,,,,,,,,,,,,,,
LOSH-2020-32,BIGLOT,CEH,outside our area,30-Apr-20,fledglings,2020,4,30,,33.845844,-79.067401,"Leaving the baseball backstop for the Big Lots parking lot, it's in the small Bradford pear to the left, on the driveway side of the tree.",Tree,Living,BRAPEA,Pyrus_calleryana,2.8,5,6' Step,Natural,4.5,0.3,E,,grass,"grass, parking lot, road",UB,UB,10-Apr-20,2020,4,10,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-32,BIGLOT,0,1,0,1,0,1,0,1,0,1,1,1,0,
LOSH-2020-33,COXFER,CEH,TRUE,27-Apr-20,under construction,2020,4,27,,33.807117,-79.008701,"Viewed from the gravel driveway into the field, it's in the leftmost pine, second big branch up on the near side of the tree, 5m from the trunk toward you.",Tree,Living,LOBPIN,Pinus_taeda,8.5,18,cannot,Natural,13,5,S,,grass,"grass, parking lot, building, road",UB,umwa,25-May-20,2020,5,25,6,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,,,,,1,LOSH-2020-33,COXFER,,,,,,,,,,,,,,
LOSH-2020-34,POSTAL,KRM,TRUE,3-May-20,under construction,2020,5,3,2,33.758104,-78.959155,"It is the live oak directly across the road from the Postal way and Muscadine Rd intersection. Or If you count the trees from the publix sign down the side of publix towards to dead end rd, its the third live oak from this sign. ",Tree,Living,LIVEOA,Quercus_virginiana,3.25,4.25,Tall step?,Landscape,3,0,W,,mulch,"grass, building, pavement (roads), trees, shrubs, pond",UB,gime,30-May-20,2020,5,30,1,,,,4,23-May-20,3,6-Jun-20,,3,11-Jun-20,12,ubmr,ugmr,uimr,,,,,,0,,,,,,,,,,,,,,,,,,,FA,,,BA,,1,LOSH-2020-34,POSTAL,1,1,1,1,1,1,1,1,1,1,1,0,1,0
LOSH-2020-35,TANGER,KRM,TRUE,3-May-20,incubating,2020,5,3,2,33.750585,-78.959546,live oak across from the road that runs along the left side of the harley davidson building if looking from the parking lot,Tree,Living,LIVEOA,Quercus_virginiana,2.5,3.75,6' Setp,Landscape,4,0.1,N,,"mulch, dirt","parking lot, road, building, trees, grass",bomb,amxx,7-May-20,2020,5,7,0,,,,6,inferred,5,18-May-20,0,5,18-May-20,11,ayrm,barm,aarm,awrm,agrm,,,,1,5,,,2,,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-35,TANGER,0,1,0,1,1,1,1,1,1,1,1,1,1,1
LOSH-2020-36,KFCCCC,KRM,TRUE,3-May-20,incubating,2020,5,3,2,33.7541,-78.9622,"If looking at the planet fitness entrance across from the entrance to the taco bell drive through, it is the 5th tree (in the row of trees along the sidewalk) to the right of this entrance to planet fitness.",Tree,Living,LIVEOA,Quercus_virginiana,1.5,3,none,Landscape,2.3,0,NE,,mulch,"parking lot, road, trees, shrub, grass",wemi,eabm,13-May-20,2020,5,13,1,,,,6,3-May-20,6,16-May-20,,6,24-May-20,13,airm,axrm,iumr,uurm,uarm,aurm,,,1,6,,,4,,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-36,KFCCCC,0,1,0,1,1,1,1,1,1,1,1,1,1,1
LOSH-2020-37,TEKNOW,KRM,TRUE,4-May-20,laying,2020,5,4,,33.79661,-78.994221,"If standing on Allied drive facing the Spann roofing business, is it the lone tree on the left side of the entrace behind their mailbox. ",Tree,Living,WILOAK,Quercus_phellos,3.5,4,12' ext,Landscape,4,0.25,SE,,grass,"parking lot, road, grass, trees, shrubs, fence building",emww,mwio,27-May-20,2020,5,27,4,,,,6,16-May-20,,29-May-20,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,26-May-20,3,,,1,LOSH-2020-37,TEKNOW,0,1,1,1,1,1,1,0,1,0,1,0,1,0
LOSH-2020-38,HGTCCC,KRM,TRUE,5-May-20,incubating,2020,5,5,2,33.793259,-79.001786,"If looking at the 1100 building from the middle of the big parking lot there should be a crosswalk, the live oak is the first on to the left of this cross walk on the parking lot side of the road",Tree,Living,LIVEOA,Quercus_virginiana,2.5,4,6' step,Landscape,3,1.25,SE,,mulch,"parking lot, road, grass, trees, srubs, power lines",wmbb,mary,24-May-20,2020,5,24,0,,,,6,16-May-20,4,29-May-20,1,4,3-Jun-20,10,yumr,uxmr,abrm,garm,,,,,1,2,,,2,3-Jul-20,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-38,HGTCCC,0,1,0,1,1,1,1,1,1,1,1,1,1,1
LOSH-2020-39,CYPRES,KRM,TRUE,5-May-20,incubating,2020,5,5,2,33.833393,-79.044536,if looking at the Jerry cox co building from the RR tracks there is a live oak at the right front corner of the building. The live oak is big (14m wide) and the nest is on a branch facing the RR tracks.,Tree,Living,LIVEOA,Quercus_virginiana,6.5,10,cannot?,Natural,14,8,SW,,pavement,"grass, parking lot (gravel) building, water, trees",rmgg,yymb,27-May-20,2020,5,27,2,,,,5,19-May-20,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,,,,,1,LOSH-2020-39,CYPRES,0,1,0,1,1,1,1,0,1,0,1,0,1,0
LOSH-2020-40,WPDEDI,KRM,TRUE,8-May-20,laying,2020,5,8,2,33.800418,-79.000472,"There are two trees at the corner of the CMWS building thats closer to husted rd. It is the shorter, wider, and greener of the two trees. It is the tree that closer to the anemometer of the two trees.",Tree,Living,REDMAP,Acer_rubrum,3.25,9,Tall step?,Landscape,14,3,N,,grass,"grass, building, trees, shrubs, road",mugg,yame,25-May-20,2020,5,25,0,,,,5,23-May-20,5,29-May-20,0,4,5-Jun-20,13,aorm,iarm,yarm,earm,,,,,0,,,,,,,,,,,,,,,,,,,FA,15-Jun-20,,chicks,,1,LOSH-2020-40,WPDEDI,0,1,1,1,1,1,1,1,1,1,1,0,1,0
LOSH-2020-41,SCHOLA,CEH,TRUE,2-May-20,incubating,2020,5,2,,33.796864,-79.005966,"If standing between holes 2 and 8, looking SE towards univ. Blvd, it is the first tree in your line of sight behind the white post",Tree,Living,LIVEOA,Quercus_virginiana,3.25,7.5,Tall step?,Landscape,6,2.5,SW,,grass,"grass, trees, shrubs, dgc",gmrr,mrrr,27-May-20,2020,5,27,0,,,,6,16-May-20,3,3-Jun-20,,3,6-Jun-20,11,aerm,gumr,rarm,,,,,,0,,,,,,,,,,,,,,,,,,,FA,8-Jun-20,,BA,,1,LOSH-2020-41,SCHOLA,0,1,0,1,1,1,1,1,1,1,1,0,1,0
LOSH-2020-42,TAR544,KRM,OUtside our area,6-May-20,??,2020,5,6,,,,"In the area between the bob evens parking lot to target, lat and long are of general area [THESE COORDINATES PLOTTED AT PUBLIX. typo so I deleted them - ceh]",,,,,,,,,,,,,,,UB,UB,8-Apr-20,2020,4,8,4,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,1,LOSH-2020-42,TAR544,,,,,,,,,,,,,,
LOSH-2020-43,JCPENN,KRM,TRUE,13-May-20,incubating,2020,5,13,,33.700666,-78.918761,"In the Maggie D's parking lot, looking toward the Mall, the rightmost tree between the parking lot and Seaboard st. on costco corner of the tree.",Tree,Living,LIVEOA,Quercus_virginiana,6.5,7.5,12' ext,Landscape,9.5,4.5,NE,,grass,"Parking lot, road, building, trees, grass, power lines",oram,iorm,23-May-20,2020,5,23,0,,,,6,13-May-20,3,23-May-20,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,,,,,1,LOSH-2020-43,JCPENN,0,1,0,1,1,1,1,1,1,0,1,0,1,0
LOSH-2020-44,PUBLIX,KRM,TRUE,7-May-20,incubating,2020,5,7,2,33.7592,-78.9584,"First parking lot island diagonally off the North corner of the Publix building (there's a closer one just off the diagonal).  outermost of the two trees, a small oak.",Tree,Living,NUTOAK,Quercus_texana,2.25,4,6' step,Landscape,3.2,0.3,W,,mulch,"Parking lot, grass, building, trees, shrubs",cram,bmii,5-Jun-20,2020,6,5,0,,,,5,23-May-20,3,6-Jun-20,2,3,16-Jun-20,12,eiwm,rywm,uemw,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,1,LOSH-2020-44,PUBLIX,0,1,0,1,1,1,1,1,1,1,1,1,0,0
LOSH-2020-45,BUFFAL,KRM,TRUE,7-May-20,under construction,2020,5,7,2,33.757902,-78.965388,"If entering the back road behind bank of america, there is a median. In this median in the second live oak (if counting from the carolina forest side of the median) There is a nest, sort of obvious if you walk under the tree.  Same tree as previous nest, but this time closer to CF boulevard.",Tree,Living,LIVEOA,Quercus_virginiana,4.5,7.5,12' ext,Landscape,11,3.5,N,,mulch,"road, field, parking lot, trees",bigm,mice,1-Jun-20,2020,6,1,0,,,,6,23-May-20,5,6-Jun-20,,5,12-Jun-20,12,urmr,uwmr,bumr,uymr,buwm,,,,1,4,,,3,11-Jul-20,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-45,BUFFAL,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LOSH-2020-46,IMSTOP,KRM,TRUE,29-May-20,incubating,2020,5,29,2,33.800128,-78.994298,"If standing at the end of the cintas pkg lot looking at IM fields, the live oak with a white post right next to it. Not quite in front of the volleyball court fence.",Tree,Living,LIVOAK,Quercus_virginiana,2.5,8.5,6' step,Landscape,6.5,2.5,SW,,grass,"Pkg lot, road, field, trees, shrubs, building, fence, sand",myaa,bbcm,17-Jun-20,2020,6,17,0,,,,5,4-Jun-20,5,20-Jun-20,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,27-Jun-20,1,C,,1,LOSH-2020-46,IMSTOP,0,1,0,1,1,1,1,1,1,0,1,0,1,0
LOSH-2020-47,BUSBEE,KRM,TRUE,31-May-20,laying,2020,5,31,2,33.828537,-79.057984,"If standing in the busbee parking lot looking at the dog park, the live oak that is in the middle of the fence facing the busbee parking lot. The nest is as far out as the power lines that run through the tree. ",Tree,Living,LIVOAK,Quercus_virginiana,4,10,12' ext,Natural,19,8,S,,"Dirt, gravel","dog park, grass, fencing, power lines, parking lot, trees, forest",game,moab,23-Jun-20,2020,6,23,0,,,,4,11-Jun-20,1,26-Jun-20,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,30-Jun-20,4,C,,1,LOSH-2020-47,BUSBEE,0,1,1,1,1,1,1,1,1,0,1,0,1,0
LOSH-2020-48,SPEEDW,KRM,TRUE,1-Jun-20,incubating,2020,6,1,2,33.747209,-78.957029,"If looking at the the office building from 501, the magnolia in the back right corner of the office building (mobile home).",Tree,Living,MAGNOL,Magnolia_grandiflora,3.75,4.5,12' ext,Landscape,3,0.25,NE,,mulch,"parking lot, grass, mulch, road, building, trees",rmoe,ambi,3-Jun-20,2020,6,3,2,,,,5,1-Jun-20,1,15-Jun-20,3,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,,,C,,1,LOSH-2020-48,SPEEDW,0,1,0,1,1,1,1,1,1,0,1,0,1,0
LOSH-2020-49,DISCGO,KRM,TRUE,3-Jun-20,nestlings,2020,6,3,2,33.797672,-79.0039,In the GIANT live oak next to the brick CCU sign by the corner of univ blvd and 501. ,Tree,Living,LIVOAK,Quercus_virginiana,10,14,cannot,Natural,20,6,W,,grass,"grass, trees, shrubs, road (highway), power lines",ayym,remy,1-Jun-20,2020,6,1,0,,,,,,4,4-Jun-20,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-49,DISCGO,0,1,0,1,0,1,1,1,1,1,1,1,1,1
LOSH-2020-50,METGLA,KRM,TRUE,4-Jun-20,incubating,2020,6,4,,33.79346,-78.99601,"There's a row of trees and hedges on the back (ditch) side of Lowes.  This is the northmost tree, a largish live oak.  Branch extending toward the ditch/tracks.",Tree,Living,LIVOAK,Quercus_virginiana,5,6.5,12' ext,Natural,8,4,NE,,grass,"Building, pavement, rr tracks, pond, grass, trees, shrubs",eeme,rwmp,10-Jun-20,2020,6,10,0,,,,5,4-Jun-20,1,16-Jun-20,,1,21-Jun-20,11,iiwm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,LOSH-2020-50,METGLA,0,1,0,1,1,1,1,1,1,1,0,0,0,0
LOSH-2020-51,JCPENN,KRM,TRUE,5-Jun-20,incubating,2020,6,5,,33.701243,-78.917913,"If standing on the sidwalk across from the sea pines blvd rd, there is a median on you right, it is in the first tree as you start couting to the right.",Tree,Living,RIVBIR,Betula_nigra,3.25,6,6' step,Landscape,5,1.5,NW,,grass,"grass, road, sidwalk, trees, power lines",oram,iorm,21-Jun-20,2020,6,21,3,,,,5,5-Jun-20,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,,,E,,1,LOSH-2020-51,JCPENN,0,1,0,1,1,1,1,0,1,0,1,0,1,0
